Designator,Footprint,Quantity,Value,LCSC Part #
D0,0603,1,LED,
D11,D_SOD-123,1,1N4148W,
J5,Hirose_FH12-10S-0.5SH_1x10-1MP_P0.50mm_Horizontal,1,Conn_01x10,
"R11, R64, R65, R67, R68",0603,5,100,
"SWHlp1, SWOption1, SWReset1, SWSelect1, SWStart1",MX-1-00U-LED,5,SW_Push_45deg,
