Designator,MidX,MidY,Layer,Rotation
J1,37.973,-73.54,bottom,0
R1,45.085,-31.115,bottom,90
R3,45.085,-34.29,bottom,-90
R4,35.56,-33.02,bottom,0
R5,45.085,-50.165,bottom,-90
R6,45.085,-46.99,bottom,-90
R7,45.085,-40.64,bottom,-90
R8,45.085,-37.465,bottom,-90
R9,45.085,-43.815,bottom,90
U2,31.115,-45.085,bottom,90
